review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1SHVJYY3O32CL,B0C2W1KLSS,4.0 out of 5 stars Beats shill (beware),Amazon Customer,4,"I love these headphones, great sound quality the bass doesn’t sound cheap, the transparency mode (hear through your music, podcast etc) is great I use it everyday when I’m at my warehouse, my only complaints are that the actual ear buds don’t want to stay in if your talking or doing anything active now their are accessories to help you with that but I shouldn’t have to buy a a separate item for a 200 dollar pair of headphones in my unprofessional opinion.","Reviewed in the United States September 11, 2024",AGQ3HUNBQYE4SPGHZNWYZMFUHRLA,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R23SDD6BSLWDKT,B0C2W1KLSS,4.0 out of 5 stars Good sound. Annoying features.,cargill,4,"First of all, the transparent buds look really good. They sound really good and do a good job blocking out noise. The battery life is impressive. But I didn’t love them for the little quirks. I’ve gotten use to my AirPods, which stop music/podcasts automatically when I take them out of my ear. These do not, which is annoying when you have to quickly remove the bud for one reason or another (like work). The real kicker, though, came when I would get phone calls and my phone would connect to the buds IN THEIR CASE in my purse in my car, when I was several feet away. While impressive with the range, it was annoying and inconvenient.Also of note, the case randomly started beeping incessantly while it was just sitting on my desk with both buds in it. Maybe I got a defective pair, but that was the final straw in deciding to send them back.","Reviewed in the United States July 30, 2024",AGJB2SBKA24M347ZQBY6AVP4MPAQ,1,0,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
R2M0W09JKMB8MN,B0C2W1KLSS,"4.0 out of 5 stars My daily driver, super comfortable, amazing battery",Jose Yong,4,"I am using them daily, very comfortable… I even fell asleep with them; as for training, I do use them at the gym and light running with no problem but I don’t trust them running on the streets because of the transparency mode is bad. It’s easy to connect the to iOS, and Google devices; because of the chip they don’t switch automatically between iOS device but at this price, I feel I get more value comparing to the AirPods Pro.","Reviewed in the United States September 7, 2024",AHMCAP7XKVRETCVMS6KHGXQ56VQQ,1,0,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
RRRLFPIT9XU7P,B0C2W1KLSS,4.0 out of 5 stars Recomiendo 8/10,GUSTAVO,4,No se si es solo mi dispositivo pero ya lo tengo casi 2 meses ya no tiene buena conexión esta con interferencias para ser nuevo y por el precio me parece malo este problema,"Reviewed in the United States September 12, 2024",AHXNB67HEK4P5DR7HJBFCIZUF54A,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R1PG1PNKQZN94E,B0C2W1KLSS,4.0 out of 5 stars My only complaint,BLAKE CARLSEN,4,"The sound quality of this product is excellent and all other features are high quality. I have only one complaint and that is the texture of the ear buds. It is smooth plastic and it is slippery with my dry fingers. I drop them frequently and if I was in the wrong place, I could easily lose one or both. I would love to see a rubberized exterior or something else to make it easier to handle these, otherwise excellent ear buds. Prior to owning these, I had a pair of Bose sport earbuds and I did prefer them to this product, but they were not in my budget at the time.","Reviewed in the United States July 24, 2024",AGM7GLN2QMENNIQV5JV6A4GHIIDA,1,2,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
R218KH1CM1Z7D0,B0C2W1KLSS,4.0 out of 5 stars Good and very cool looking,Ivi,4,I hated to return these but they didn’t work for my use case. Very cool looking tho and work great,"Reviewed in the United States September 11, 2024",AEOWKVU5M7BEJ77J7HVGWPIXKMDQ,1,0,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
R10ULR5M9KI60I,B0C2W1KLSS,4.0 out of 5 stars Great sound!,Thomas Ryan,4,These earbuds sound great and can be tuned to your style of music. The noise cancellation is AWESOME. I would recommend these.,"Reviewed in the United States August 26, 2024",AF3BBUTLZSQWWGIY34Z5HAPZ3PBQ,1,0,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
R5M5AUQEOJMSM,B0C2W1KLSS,3.0 out of 5 stars Good headphones with frustrating bug with iPhone,Laura G,3,"I like these headphones but there are some serious issues if you use these with an iPhone. Apple has owned Beats for a decade and when connected to Apple products, have a specific menu to control their functionality. I have a fully updated iPhone 11 Pro. Though it's not the newest phone, I should have to have the newest phone to use Apple-supported headphones.Pros:• I can switch between my phone, my iPad, and Macbook pretty easily. I don't have to forget my headphones on one thing in order to connect to another.• The sound quality is pretty good.• They stay in my ears well.• The physical button to pause or skip works well and has a nice feel.• Control of settings like listening mode and button function are in settings on the iOS or Mac OS without needing a third-party app or toggling manually through features on the headphones themselves.• When noise cancelling and transparent modes work, they work pretty well (see cons).Cons:• From day 1, these have had problems staying connected to my iPhone. If I pause or don't have audio playing for a short period of time (usually around 30 seconds though it's happened after about 15 seconds), the headphones disconnect. They will then attempt to reconnect but with no sound. You have to go into Bluetooth settings, disconnect the headphones, wait, and then reconnect. This is when the screen is active and being used, so it can't be blamed on the iOS going into a sleep mode or because the screen is dark. It happens on a daily basis if I pause to talk to someone or if I'm taking a moment to select my next song or YouTube video. Apple Support is no help as their solution is to forget the headphones and re-add them. This fixes the problem for less than a day. I don't have the issue if I'm connected to my laptop or iPad. Yes, my iOS is fully updated and yes, the headphones are fully charged. Again, this has been since I opened them and started using them.• After six months of use, the left earbud has an on and off thumping when I'm in noise cancelling or transparent mode. It's so bad, I've just resigned myself to not using either mode unless I have to.• No wireless charging option. This might be due to Apple proprietary tech, but it's still a con.• Approximately every two or three weeks, I can't change the noise cancelling settings because my phone thinks both headphones are out of the case (you can't use noise cancelling or transparent mode with one earbud). I would have to turn my phone off and restart it to get the modes to work again.Overall, the headache these headphones cause is not worth the convenience of their auto compatibility with Apple products or their sound quality. Apple needs to look into the bugs for iPhone and not brush them off. Won't be buying again and I'm looking for a new alternative to Apple Airpods.","Reviewed in the United States April 2, 2024",AGX7ZX53ATOLBXKS3QMWZIUUG4AQ,1,17,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
R2X6ZGQ6R61IEI,B0C2W1KLSS,5.0 out of 5 stars Amazing headphones for the money!,Cknoble1,5,I love my beats! Wish I would have gotten the beat fit pros. But the beats plus is still amazing and noise cancelation is awesome and sound quality is so great.,"Reviewed in the United States September 8, 2024",AFVB7AMDLMOFADMTBBPBUF2SMDXA,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
RNM65C0JO1ZNO,B0C2W1KLSS,4.0 out of 5 stars My Very Honest Love/Hate Review,Ashley,4,"HateThey are kind of difficult to put/keep in your ears. I have tried different size cushions and it did help some but there are times when I don’t have my hands free and they start to slip out. Very frustrating. I have 1 more complaint and it may just be me but people have a hard time hearing me when I take a call with them on. 90% of the time I have to take them out to finish my conversation.LoveOn a positive note the battery life is really good. They send out 2-3 warning alerts to let you know the batteries are nearing the end of their life. it’s great because it gives you plenty of time before your cut off. If your like me and only wear 1 at a time, the alerts gives you lots of time to switch out to the other bud before your cut off.I also love the noise canceling feature but if you don’t love it there is actually a setting that lets you turn it off. As always Beats are #1 when it comes to sound!","Reviewed in the United States May 5, 2024",AF3XZJNDRPBEJGF47VD3PREGKJ7Q,1,1,Color: IvoryStyle: Studio Buds +Set: Without AppleCare+
R1DHFKI63RXN1Q,B0C2W1KLSS,5.0 out of 5 stars Great for Noise Cancelling,Louis,5,"I travel every week, and these do a great job of cancelling all of the airplane noise while traveling.","Reviewed in the United States September 12, 2024",AFSGHTFGZIJ5CR2TQ5VDLL6SBLSA,1,0,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
R2N59ETAB7LOZ1,B0C2W1KLSS,4.0 out of 5 stars Very clear sound,Deb,4,The only thing I don't like is that they are difficult to get out of the little bin. They are so small there really isn't anything to grab on to. On the other hand they don't stick out of your ears like you are plugged in.,"Reviewed in the United States July 19, 2024",AFMJQSLI3AK34DQ4YEYLCMGEHDDQ,1,0,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
R2A7ZR08GEU9RY,B0C2W1KLSS,5.0 out of 5 stars They fit small ears,Megan Mitchell,5,I have small ears and they give you extra small pieces and they stay in and don’t fall out. They have great sound as well. Battery life is good.,"Reviewed in the United States August 31, 2024",AHSLMQRK3WHN43BDEOCW55352NFA,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R3CHG8PR5XR8IC,B0C2W1KLSS,5.0 out of 5 stars Excelente producto,Francisco,5,"Es un excelente producto ya que tiene una compatibilidad tanto para iPhone como para un teléfono Android. Recomiendo usarlos con la aplicación de Apple Music ya que la calidad de audio se aprovechará mejor en ella que en otras aplicaciones como Spotify.El emparejamiento es excelente, la cancelación de ruido no es tan buena como en los AirPod Pro de segunda generación pero si cancelan muy bien sonidos como los del viento. El modo de transparencia es regular, pero si hablas notarás que tienes un tapón puesto en los oídos. Recomiendo usarlos sin estas funciones ya que la cancelación pasiva es muy buena.La batería y velocidad de carga en el estuche es excelente y muy duradera. Aproximadamente 5 horas o 6 horas continuas de escucha sin cancelación de ruido porque no la necesitarás.Lo recomiendo 100%","Reviewed in the United States July 10, 2024",AGG64IICCMKVXYA24JJNQNHEKLFA,1,2,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
RR59V1YTAKMN3,B0C2W1KLSS,3.0 out of 5 stars Be aware if you are an AirPods user...,P. Liu,3,"For me, the battery life at around 75% volume is around 7h50m with ANC and Transparency set to Off. The sound quality, and I've owned several HiFi headsets including HiFiMan and Sennheiser's, is nothing ground breaking or it's just typical Beats. So it's okay if you know the Beats sound. For my ears, the default plugs works fine and doesn't appear to fall out.So, several things to note:1) it Does Not automatically switch sources on Apple platforms like AirPods does(you have to manually switch)! It does, however, pair once and connects to all of your devices under the same Apple ID. So it sits somewhere in between the traditional BT headset and an AirPods.2) The case is wider than AirPods Pro case by more than ~1/2"" and taller by ~1/4""... So, kinda big but pocketable.3) For reasons unclear to me, mine unit charges to 98-99%... Not sure what's causing that4) No iOS 'Fit Test' for these buds... So choosing the right plug is your call!5) One reason I'm debugging and still might return the item: On a phone call or FaceTime call, at some point in the call, the other person can not hear my voice until I switch back to either Speaker or iPhone. The little Googling I did suggest that I'm not alone in this, and switching to Speaker then Back to the Buds might recover the microphone. But it's unacceptable for my sound to drop out on a call and not knowing it's happening until the other parties mentioned it. Until I can resolve this, I won't be doing any phone calls or using the microphones on this thing... Unresolved, I will return it!","Reviewed in the United States June 30, 2024",AF5USDTPPMDQCVOELHMZTQMMA42Q,1,1,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
R3DV70FKXBPB33,B0C2W1KLSS,5.0 out of 5 stars Love them,Jcapp4,5,"Most of the time, you can’t go wrong with Beats; it's a great sounding product.","Reviewed in the United States September 9, 2024",AF5GIGOSF6FJAOCG5HCZVTEUEWSA,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R2IH46BDOU2QHV,B0C2W1KLSS,"5.0 out of 5 stars From now on, I’m all about Beats over AirPods!",OhioCal,5,"After my second pair of 2nd generation AirPods Pro let me down with constant static, I decided to try something new. Enter Beats – and wow, am I impressed! Honestly, I can barely tell the difference except for one major factor: these are so much cheaper!Since they’re still made by Apple, they connect seamlessly with my iPhone, MacBook, and iPad. The noise cancellation? Top-notch, just like the AirPods. But here's the kicker – these fit so much better! They stay put even during my most active moments. I’ve tried all the different earbud tips, and Beats just have that perfect design.From now on, I’m all about Beats over AirPods. Either way, Apple’s got my loyalty!","Reviewed in the United States July 17, 2024",AFRERQIJGAK3GEQ7REUVIN7TCJJQ,1,9,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
R1SNQV0UJC77I7,B0C2W1KLSS,5.0 out of 5 stars Great sound,Barrootz,5,"My AirPod Pros failed (after my phone went full blast on its own)I decided to give these a try instead....I am very happy with them.They are very comfortable, they don't work their way out of my ears like the AirPods did, and the sound is very good. I also GREATLY appreciate that you can play them at a very very low volume.","Reviewed in the United States August 3, 2024",AEZR2YWRM27EQWKLKKRW6S6JUCIQ,1,0,Color: Cosmic SilverStyle: Studio Buds +Set: Without AppleCare+
RNTQD4LI2IKLG,B0C2W1KLSS,5.0 out of 5 stars 10/10 recommend,Jae,5,Perfect bday gift,"Reviewed in the United States September 12, 2024",AH2IR7U7QLE7KL4EFJITZ5WOSKSQ,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R2I44055D379QD,B0C2W1KLSS,"5.0 out of 5 stars Me sorprendió, lo bien que se escuchan",Loki,5,"Si eres un usuario algo exigente, estos audífonos verdaderamente van a cumplir con tus requisitos, la cancelación de ruido está muy bien, no es lo más Top pero cumple con lo que promete. El sonido es bastante limpio y los graves están presente","Reviewed in the United States August 12, 2024",AFTS5WUGRDRMXSW74VOVXXVPFDEA,1,0,Color: Black/GoldStyle: Studio Buds +Set: Without AppleCare+
R35ZE22WCW76JB,B0C2W1KLSS,"4.0 out of 5 stars great sound quality, long battery life, and a comfortable fit",Jon,4,"The Beats Studio Buds Plus are a great purchase for anyone looking for a pair of wireless earbuds with great sound quality, long battery life, and a comfortable fit. While they are a bit pricey, they are still competitively priced compared to other high-end earbuds on the market.One of the best things about the Beats Studio Buds Plus is their sound quality. For such small earbuds, they produce a surprisingly rich and full sound. The bass is deep and powerful, while the mids and highs are clear and crisp. Whether you're listening to your favorite music or watching a movie, the Beats Studio Buds Plus will provide an immersive audio experience.Another great thing about the Beats Studio Buds Plus is their battery life. They offer up to 9 hours of listening time on a single charge, and the charging case provides an additional 4 charges for a total of 36 hours of listening time. This means you can easily use them all day long without having to worry about running out of battery.The Beats Studio Buds Plus also have a comfortable fit. They come with three different sizes of ear tips, so you can find the perfect fit for your ears. They also have an IPX4 sweat and water resistance rating, so you don't have to worry about them getting damaged if you get caught in the rain or sweat while you're wearing them.Overall, the Beats Studio Buds Plus are a great pair of wireless earbuds. They offer great sound quality, long battery life, a comfortable fit, and a variety of features that make them a great option for anyone looking for a new pair of earbuds.Here are some of the pros and cons of the Beats Studio Buds Plus:**Pros:*** Great sound quality* Long battery life* Comfortable fit* IPX4 sweat and water resistance* Support for both iOS and Android devices* Touch controls* Transparency mode* Active noise cancellation**Cons:*** A bit pricey* No wireless charging* No in-ear detectionIf you're looking for a great pair of wireless earbuds with great sound quality, long battery life, and a comfortable fit, the Beats Studio Buds Plus are a great option. However, if you're looking for a pair of earbuds with wireless charging or in-ear detection, you may want to consider other options.","Reviewed in the United States May 30, 2023",AEBGOWFPHPXVONJZNHYFZMSM4MRA,1,44,Color: TransparentStyle: Studio Buds +Set: Without AppleCare+
